420 0.016 16.12 0.002
440 0.025 16.59 0.002
460 0.038 17.07 0.002
500 0.082 18.06 0.002
520 0.121 18.56 0.002
540 0.185 19.06 0.003
560 0.284 19.58 0.003
600 0.602 26.93 0.004
640 1.207 27.74 0.007
680 2.238 28.59 0.01
720 2.615 29.45 0.012
760 3.701 30.35 0.017
550 0.213 19.32 0.003
570 0.297 19.83 0.003
580 0.350 20.09 0.004
620 0.738 27.33 0.005

