10	0.00022140275816	2.46739724272109E-05
11	0.000246076730587	2.5172419734024E-05
12	0.000271249150321	2.56809363443671E-05
13	0.000296930086666	2.6199725671665E-05
14	0.000323129812337	2.67289952385663E-05
15	0.000349858807576	2.7268956759954E-05
16	0.000377127764336	2.78198262276365E-05
17	0.000404947590564	2.83818239967464E-05
18	0.00043332941456	2.89551748738843E-05
19	0.000462284589434	2.95401082070459E-05
20	0.000491824697641	3.01368579773634E-05
21	0.000521961555619	3.07456628927023E-05
22	0.000552707218511	3.13667664831458E-05
23	0.000584073984994	3.20004171984116E-05
24	0.000616074402193	3.26468685072348E-05
25	0.0006487212707	3.33063789987582E-05
26	0.000682027649699	3.39792124859721E-05
27	0.000716006862185	3.46656381112427E-05
28	0.000750672500296	3.53659304539721E-05
29	0.00078603843075	3.60803696404355E-05
30	0.000822118800391	3.68092414558331E-05
31	0.000858928041846	3.75528374586094E-05
32	0.000896480879305	3.83114550970802E-05
33	0.000934792334402	3.9085397828416E-05
34	0.00097387773223	3.98749752400289E-05
35	0.00101375270747	4.06805031734109E-05
36	0.001054433210644	4.15023038504768E-05
37	0.001095935514494	4.23407060024541E-05
38	0.001138276220497	4.31960450013827E-05
39	0.001181472265498	4.40686629942667E-05
40	0.001225540928492	4.49589090399378E-05
41	0.001270499837532	4.58671392486859E-05
42	0.001316366976781	4.67937169247032E-05
43	0.001363160693706	4.7739012711415E-05
44	0.001410899706417	4.870340473974E-05
45	0.001459603111157	4.96872787793482E-05
46	0.001509290389936	5.06910283929734E-05
47	0.001559981418329	5.17150550938465E-05
48	0.001611696473423	5.27597685062991E-05
49	0.001664456241929	5.38255865296282E-05
50	0.001718281828459	0.001718281828459
